"","X","function.","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"27910",38136,"2.T","I","12eeJ",3.66667,0.333333,"3","-m3","C","K179.krn",0,0,"+m2",1,"1 5 3"
"27911",38137,"2T","viio","12ffL",1,0.333333,"4","+m2","C","K179.krn",0,0,"-m3",1,"7 2 4 1++ 3+"
"27912",38138,"2T","viio","12dd",1.33333,0.333333,"2","-m3","C","K179.krn",0,0,"+M2",1,"7 2 4 1++ 3+"
"27913",38139,"2T","viio","12eeJ",1.66667,0.333333,"3","+M2","C","K179.krn",0,0,"+m2",0,"7 2 4 1++ 3+"
"27914",38140,"2T","viio","12ffL",2,0.333333,"4","+m2","C","K179.krn",0,0,"+A4",1,"7 2 4 1++ 3+"
"27915",38141,"2T","viio","12bb",2.33333,0.333333,"7","+A4","C","K179.krn",0,0,"+m2",1,"7 2 4 1++ 3+"
"27916",38142,"2T","viio","12cccJ",2.66667,0.333333,"1","+m2","C","K179.krn",0,0,"+M2",0,"7 2 4 1++ 3+"
"27917",38143,"4T","V7","12dddL",3,0.333333,"2","+M2","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"27918",38144,"4T","V7","12bb",3.33333,0.333333,"7","-m3","C","K179.krn",0,0,"-A4",1,"5 2 7 4 3+"
"27919",38145,"4T","V7","12ffJ",3.66667,0.333333,"4","-A4","C","K179.krn",0,0,"-m2",1,"5 2 7 4 3+"
"27920",38146,"4T","I","12eeL",1,0.333333,"3","-m2","C","K179.krn",0,0,"+m2",1,"1 5 3"
"27921",38147,"4T","I","12ff",1.33333,0.333333,"4","+m2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"27922",38148,"4T","I","12ggJ",1.66667,0.333333,"5","+M2","C","K179.krn",0,0,"+M2",1,"1 5 3"
"27923",38149,"4P","ii","12aaL",2,0.333333,"6","+M2","C","K179.krn",0,0,"-M3",1,"2 6 4 3+"
"27924",38150,"4P","ii","12ff",2.33333,0.333333,"4","-M3","C","K179.krn",0,0,"-m3",1,"2 6 4 3+"
"27925",38151,"4P","ii","12ddJ",2.66667,0.333333,"2","-m3","C","K179.krn",0,0,"+m3",1,"2 6 4 3+"
"27926",38152,"4D","V7","12ffL",3,0.333333,"4","+m3","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"27927",38153,"4D","V7","12dd)",3.33333,0.333333,"2","-m3","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"27928",38154,"4D","V7","12b",3.66667,0.333333,"7","-m3","C","K179.krn",0,0,"P1",1,"5 2 7 4 3+"
"27929",38155,"2.T","I","2b",1,2,"7","P1","C","K179.krn",0,0,"+m2",0,"1 5 3"
"27930",38161,"2.T","I","8cc",3,0.5,"1","+m2","C","K179.krn",0,1,"[dd]",1,"1 5 3"
"27931",38163,"2.D","V","(12ddL",1,0.333333,"2","[dd]","C","K179.krn",1,0,"-m3",1,"5 2 7"
"27932",38164,"2.D","V","12b",1.33333,0.333333,"7","-m3","C","K179.krn",0,0,"+m2",1,"5 2 7"
"27933",38165,"2.D","V","12ccJ",1.66667,0.333333,"1","+m2","C","K179.krn",0,0,"+M2",0,"5 2 7"
"27934",38166,"2.D","V","12ddL",2,0.333333,"2","+M2","C","K179.krn",0,0,"-m2",1,"5 2 7"
"27935",38167,"2.D","V","12cc#",2.33333,0.333333,"1+","-m2","C","K179.krn",0,0,"+m2",0,"5 2 7"
"27936",38168,"2.D","V","12ddJ)",2.66667,0.333333,"2","+m2","C","K179.krn",0,0,"-P5",1,"5 2 7"
"27937",38169,"2.D","V","(8.gL",3,0.75,"5","-P5","C","K179.krn",0,0,"-m2",1,"5 2 7"
"27938",38170,"2.D","V","32f#LL",3.75,0.125,"4+","-m2","C","K179.krn",0,0,"+m2",0,"5 2 7"
"27939",38171,"2.D","V","32gJJJ)",3.875,0.125,"5","+m2","C","K179.krn",0,0,"+M6",1,"5 2 7"
"27940",38172,"2.D","I","(12eeL",1,0.333333,"3","+M6","C","K179.krn",0,0,"-M3",1,"1 5 3"
"27941",38173,"2.D","I","12cc",1.33333,0.333333,"1","-M3","C","K179.krn",0,0,"+M2",1,"1 5 3"
"27942",38174,"2.D","I","12ddJ",1.66667,0.333333,"2","+M2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"27943",38175,"2.D","I","12eeL",2,0.333333,"3","+M2","C","K179.krn",0,0,"-m2",1,"1 5 3"
"27944",38176,"2.D","I","12dd#",2.33333,0.333333,"2+","-m2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"27945",38177,"2.D","I","12eeJ)",2.66667,0.333333,"3","+m2","C","K179.krn",0,0,"-M6",1,"1 5 3"
"27946",38178,"2.D","I","(8.gL",3,0.75,"5","-M6","C","K179.krn",0,0,"-m2",1,"1 5 3"
"27947",38179,"2.D","I","32f#LL",3.75,0.125,"4+","-m2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"27948",38180,"2.D","I","32gJJJ)",3.875,0.125,"5","+m2","C","K179.krn",0,0,"+m7",1,"1 5 3"
"27949",38181,"2D","V7","(12ffL",1,0.333333,"4","+m7","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"27950",38182,"2D","V7","12ddn",1.33333,0.333333,"2","-m3","C","K179.krn",0,0,"+M2",1,"5 2 7 4 3+"
"27951",38183,"2D","V7","12eeJ",1.66667,0.333333,"3","+M2","C","K179.krn",0,0,"+m2",0,"5 2 7 4 3+"
"27952",38184,"2D","V7","12ffL",2,0.333333,"4","+m2","C","K179.krn",0,0,"-m2",1,"5 2 7 4 3+"
"27953",38185,"2D","V7","12ee",2.33333,0.333333,"3","-m2","C","K179.krn",0,0,"+m2",0,"5 2 7 4 3+"
"27954",38186,"2D","V7","12ffJ)",2.66667,0.333333,"4","+m2","C","K179.krn",0,0,"-m7",1,"5 2 7 4 3+"
"27955",38187,"2D","V7","(8.gL",3,0.75,"5","-m7","C","K179.krn",0,0,"-m2",1,"5 2 7 4 3+"
"27956",38188,"2D","V7","32f#LL",3.75,0.125,"4+","-m2","C","K179.krn",0,0,"+m2",0,"5 2 7 4 3+"
"27957",38189,"2D","V7","32gJJJ)",3.875,0.125,"5","+m2","C","K179.krn",0,0,"+P4",1,"5 2 7 4 3+"
"27958",38190,"2T","I","(12ccL",1,0.333333,"1","+P4","C","K179.krn",0,0,"-P4",1,"1 5 3"
"27959",38191,"2T","I","12g)",1.33333,0.333333,"5","-P4","C","K179.krn",0,0,"+P8",1,"1 5 3"
"27960",38192,"2T","I","12gg'J",1.66667,0.333333,"5","+P8","C","K179.krn",0,0,"P1",1,"1 5 3"
"27961",38193,"2T","I","(12ggL",2,0.333333,"5","P1","C","K179.krn",0,0,"-P5",1,"1 5 3"
"27962",38194,"2T","I","12cc)",2.33333,0.333333,"1","-P5","C","K179.krn",0,0,"+P8",1,"1 5 3"
"27963",38195,"2T","I","12ccc'J",2.66667,0.333333,"1","+P8","C","K179.krn",0,0,"P1",1,"1 5 3"
"27964",38196,"4T","IV","(12cccL",3,0.333333,"1","P1","C","K179.krn",0,0,"-m3",1,"4 1 6"
"27965",38197,"4T","IV","12aa)",3.33333,0.333333,"6","-m3","C","K179.krn",0,0,"-M6",1,"4 1 6"
"27966",38198,"4T","IV","12cc'J",3.66667,0.333333,"1","-M6","C","K179.krn",0,0,"P1",1,"4 1 6"
"27967",38199,"2T","I","(12ccL",1,0.333333,"1","P1","C","K179.krn",0,0,"-P4",1,"1 5 3"
"27968",38200,"2T","I","12g)",1.33333,0.333333,"5","-P4","C","K179.krn",0,0,"+P8",1,"1 5 3"
"27969",38201,"2T","I","12gg'J",1.66667,0.333333,"5","+P8","C","K179.krn",0,0,"P1",1,"1 5 3"
"27970",38202,"2T","I","(12ggL",2,0.333333,"5","P1","C","K179.krn",0,0,"-P5",1,"1 5 3"
"27971",38203,"2T","I","12cc)",2.33333,0.333333,"1","-P5","C","K179.krn",0,0,"+P8",1,"1 5 3"
"27972",38204,"2T","I","12ccc'J",2.66667,0.333333,"1","+P8","C","K179.krn",0,0,"P1",1,"1 5 3"
"27973",38205,"4T","IV","(12cccL",3,0.333333,"1","P1","C","K179.krn",0,0,"-m3",1,"4 1 6"
"27974",38206,"4T","IV","12aa)",3.33333,0.333333,"6","-m3","C","K179.krn",0,0,"-M6",1,"4 1 6"
"27975",38207,"4T","IV","12cc'J",3.66667,0.333333,"1","-M6","C","K179.krn",0,0,"-P4",1,"4 1 6"
"27976",38208,"4T","I","2.g",1,3,"5","-P4","C","K179.krn",0,0,"P1",1,"1 5 3"
"27977",38217,"4D","V","2.g",1,3,"5","P1","C","K179.krn",0,0,"P1",1,"5 2 7"
"27978",38226,"2.D","C","2.g",1,3,"5","P1","C","K179.krn",0,0,"P1",1,"5 1 3 7+"
"27979",38235,"2.D","V","4g",1,1,"5","P1","C","K179.krn",0,0,"[gg]",1,"5 2 7"
"27980",38244,"2T","I","(12ggL",1,0.333333,"5","[gg]","C","K179.krn",1,0,"-m3",1,"1 5 3"
"27981",38245,"2T","I","12ee",1.33333,0.333333,"3","-m3","C","K179.krn",0,0,"+m2",1,"1 5 3"
"27982",38246,"2T","I","12ffJ",1.66667,0.333333,"4","+m2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"27983",38247,"2T","I","12ggL",2,0.333333,"5","+M2","C","K179.krn",0,0,"+M2",1,"1 5 3"
"27984",38248,"2T","I","12aa",2.33333,0.333333,"6","+M2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"27985",38249,"2T","I","12bbJ",2.66667,0.333333,"7","+M2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"27986",38250,"4T","I","12cccL",3,0.666667,"1","+m2","C","K179.krn",0,0,"-P4",1,"1 5 3"
"27987",38251,"4T","I","12gg",3.33333,0.666667,"5","-P4","C","K179.krn",0,0,"-m3",1,"1 5 3"
"27988",38252,"4T","I","12eeJ",3.66667,0.333333,"3","-m3","C","K179.krn",0,0,"+m2",1,"1 5 3"
"27989",38253,"2T","viio","12ffL",1,0.333333,"4","+m2","C","K179.krn",0,0,"-m3",1,"7 2 4 1++ 3+"
"27990",38254,"2T","viio","12dd",1.33333,0.333333,"2","-m3","C","K179.krn",0,0,"+M2",1,"7 2 4 1++ 3+"
"27991",38255,"2T","viio","12eeJ",1.66667,0.333333,"3","+M2","C","K179.krn",0,0,"+m2",0,"7 2 4 1++ 3+"
"27992",38256,"2T","viio","12ffL",2,0.333333,"4","+m2","C","K179.krn",0,0,"-m3",1,"7 2 4 1++ 3+"
"27993",38257,"2T","viio","12dd",2.33333,0.333333,"2","-m3","C","K179.krn",0,0,"-M2",1,"7 2 4 1++ 3+"
"27994",38258,"2T","viio","12ccJ",2.66667,0.333333,"1","-M2","C","K179.krn",0,0,"-m2",0,"7 2 4 1++ 3+"
"27995",38259,"4T","V7","12bL",3,0.333333,"7","-m2","C","K179.krn",0,0,"-M2",1,"5 2 7 4 3+"
"27996",38260,"4T","V7","12a",3.33333,0.333333,"6","-M2","C","K179.krn",0,0,"-M2",0,"5 2 7 4 3+"
"27997",38261,"4T","V7","12gJ",3.66667,0.333333,"5","-M2","C","K179.krn",0,0,"+P4",1,"5 2 7 4 3+"
"27998",38262,"4T","I","12ccL",1,0.333333,"1","+P4","C","K179.krn",0,0,"-P4",1,"1 5 3"
"27999",38263,"4T","I","12g)",1.33333,0.333333,"5","-P4","C","K179.krn",0,0,"+M6",1,"1 5 3"
"28000",38264,"4T","I","12ee'J",1.66667,0.333333,"3","+M6","C","K179.krn",0,0,"-M2",1,"1 5 3"
"28001",38265,"4T","V7","(12ddL",2,0.333333,"2","-M2","C","K179.krn",0,0,"-P5",1,"5 2 7 4 3+"
"28002",38266,"4T","V7","12g)",2.33333,0.333333,"5","-P5","C","K179.krn",0,0,"+m7",1,"5 2 7 4 3+"
"28003",38267,"4T","V7","12ff'J",2.66667,0.333333,"4","+m7","C","K179.krn",0,0,"-m2",1,"5 2 7 4 3+"
"28004",38268,"4T","I","(12eeL",3,0.333333,"3","-m2","C","K179.krn",0,0,"-M6",1,"1 5 3"
"28005",38269,"4T","I","12g)",3.33333,0.333333,"5","-M6","C","K179.krn",0,0,"+P8",1,"1 5 3"
"28006",38270,"4T","I","12gg'J",3.66667,0.333333,"5","+P8","C","K179.krn",0,0,"P1",1,"1 5 3"
"28007",38271,"4D","C","(12ggL",1,0.333333,"5","P1","C","K179.krn",0,0,"-M2",1,"5 1 3 7+"
"28008",38272,"4D","C","12ff",1.33333,0.333333,"4","-M2","C","K179.krn",0,0,"-m2",0,"5 1 3 7+"
"28009",38273,"4D","C","12eeJ",1.66667,0.333333,"3","-m2","C","K179.krn",0,0,"+m2",1,"5 1 3 7+"
"28010",38274,"4D","V","12ff'L)",2,0.333333,"4","+m2","C","K179.krn",0,0,"-m3",0,"5 2 7"
"28011",38275,"4D","V","(12dd",2.33333,0.333333,"2","-m3","C","K179.krn",0,0,"-M2",1,"5 2 7"
"28012",38276,"4D","V","12ccJ",2.66667,0.333333,"1","-M2","C","K179.krn",0,0,"-m2",0,"5 2 7"
"28013",38277,"4D","V7","12bL",3,0.333333,"7","-m2","C","K179.krn",0,0,"-M2",1,"5 2 7 4 3+"
"28014",38278,"4D","V7","12a",3.33333,0.333333,"6","-M2","C","K179.krn",0,0,"-M2",0,"5 2 7 4 3+"
"28015",38279,"4D","V7","12gJ)",3.66667,0.333333,"5","-M2","C","K179.krn",0,0,"[gg]",1,"5 2 7 4 3+"
"28016",38280,"2T","I","(12ggL",1,0.333333,"5","[gg]","C","K179.krn",0,0,"-m3",1,"1 5 3"
"28017",38281,"2T","I","12ee",1.33333,0.333333,"3","-m3","C","K179.krn",0,0,"+m2",1,"1 5 3"
"28018",38282,"2T","I","12ffJ",1.66667,0.333333,"4","+m2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"28019",38283,"2T","I","12ggL",2,0.333333,"5","+M2","C","K179.krn",0,0,"+M2",1,"1 5 3"
"28020",38284,"2T","I","12aa",2.33333,0.333333,"6","+M2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"28021",38285,"2T","I","12bbJ",2.66667,0.333333,"7","+M2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"28022",38286,"4T","I","12cccL",3,0.333333,"1","+m2","C","K179.krn",0,0,"-P4",1,"1 5 3"
"28023",38287,"4T","I","12gg",3.33333,0.333333,"5","-P4","C","K179.krn",0,0,"-m3",1,"1 5 3"
"28024",38288,"4T","I","12eeJ",3.66667,0.333333,"3","-m3","C","K179.krn",0,0,"+m2",1,"1 5 3"
"28025",38289,"2T","viio","12ffL",1,0.333333,"4","+m2","C","K179.krn",0,0,"-m3",1,"7 2 4 1++ 3+"
"28026",38290,"2T","viio","12dd",1.33333,0.333333,"2","-m3","C","K179.krn",0,0,"+M2",1,"7 2 4 1++ 3+"
"28027",38291,"2T","viio","12eeJ",1.66667,0.333333,"3","+M2","C","K179.krn",0,0,"+m2",0,"7 2 4 1++ 3+"
"28028",38292,"2T","viio","12ffL",2,0.333333,"4","+m2","C","K179.krn",0,0,"+A4",1,"7 2 4 1++ 3+"
"28029",38293,"2T","viio","12bb",2.33333,0.333333,"7","+A4","C","K179.krn",0,0,"+m2",1,"7 2 4 1++ 3+"
"28030",38294,"2T","viio","12cccJ",2.66667,0.333333,"1","+m2","C","K179.krn",0,0,"+M2",0,"7 2 4 1++ 3+"
"28031",38295,"4T","V7","12dddL",3,0.333333,"2","+M2","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"28032",38296,"4T","V7","12bb",3.33333,0.333333,"7","-m3","C","K179.krn",0,0,"-A4",1,"5 2 7 4 3+"
"28033",38297,"4T","V7","12ffJ",3.66667,0.333333,"4","-A4","C","K179.krn",0,0,"-m2",1,"5 2 7 4 3+"
"28034",38298,"4T","I","12eeL",1,0.333333,"3","-m2","C","K179.krn",0,0,"+m2",1,"1 5 3"
"28035",38299,"4T","I","12ff",1.33333,0.333333,"4","+m2","C","K179.krn",0,0,"+M2",0,"1 5 3"
"28036",38300,"4T","I","12ggJ",1.66667,0.333333,"5","+M2","C","K179.krn",0,0,"+M2",1,"1 5 3"
"28037",38301,"4P","ii","12aaL",2,0.333333,"6","+M2","C","K179.krn",0,0,"-M3",1,"2 6 4 3+"
"28038",38302,"4P","ii","12ff",2.33333,0.333333,"4","-M3","C","K179.krn",0,0,"-m3",1,"2 6 4 3+"
"28039",38303,"4P","ii","12ddJ",2.66667,0.333333,"2","-m3","C","K179.krn",0,0,"+m3",1,"2 6 4 3+"
"28040",38304,"4D","V7","12ffL",3,0.333333,"4","+m3","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"28041",38305,"4D","V7","12dd)",3.33333,0.333333,"2","-m3","C","K179.krn",0,0,"-m3",1,"5 2 7 4 3+"
"28042",38306,"4D","V7","12b",3.66667,0.333333,"7","-m3","C","K179.krn",0,0,"P1",1,"5 2 7 4 3+"
"28043",38307,"2.T","I","2b",1,2,"7","P1","C","K179.krn",0,0,"+m2",0,"1 5 3"
"28044",38313,"2.T","I","8cc",3,0.5,"1","+m2","C","K179.krn",0,1,"[cc]",1,"1 5 3"
"28045",38315,"2T","I","16ccLL",1,0.25,"1","[cc]","C","K179.krn",1,0,"-P4",1,"1 5 3"
"28046",38316,"2T","I","16g",1.25,0.25,"5","-P4","C","K179.krn",0,0,"-m2",1,"1 5 3"
"28047",38317,"2T","I","16f#",1.5,0.25,"4+","-m2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"28048",38318,"2T","I","16gJJ",1.75,0.25,"5","+m2","C","K179.krn",0,0,"+M2",1,"1 5 3"
"28049",38319,"2T","I","16aLL",2,0.25,"6","+M2","C","K179.krn",0,0,"-M2",0,"1 5 3"
"28050",38320,"2T","I","16g",2.25,0.25,"5","-M2","C","K179.krn",0,0,"+M3",1,"1 5 3"
"28051",38321,"2T","I","16b",2.5,0.25,"7","+M3","C","K179.krn",0,0,"-M3",0,"1 5 3"
"28052",38322,"2T","I","16gJJ",2.75,0.25,"5","-M3","C","K179.krn",0,0,"+P4",1,"1 5 3"
"28053",38323,"4T","I","16ccLL",3,0.25,"1","+P4","C","K179.krn",0,0,"-P4",1,"1 5 3"
"28054",38324,"4T","I","16g",3.25,0.25,"5","-P4","C","K179.krn",0,0,"+A4",1,"1 5 3"
"28055",38325,"4T","I","16cc#",3.5,0.25,"1+","+A4","C","K179.krn",0,0,"-A4",0,"1 5 3"
"28056",38326,"4T","I","16gJJ",3.75,0.25,"5","-A4","C","K179.krn",0,0,"+P5",1,"1 5 3"
"28057",38327,"2.T","V","16ddLL",1,0.25,"2","+P5","C","K179.krn",0,0,"-P5",1,"5 2 7"
"28058",38328,"2.T","V","16g",1.25,0.25,"5","-P5","C","K179.krn",0,0,"-m2",1,"5 2 7"
"28059",38329,"2.T","V","16f#",1.5,0.25,"4+","-m2","C","K179.krn",0,0,"+m2",0,"5 2 7"
"28060",38330,"2.T","V","16gJJ",1.75,0.25,"5","+m2","C","K179.krn",0,0,"+M3",1,"5 2 7"
"28061",38331,"2.T","V","16bLL",2,0.25,"7","+M3","C","K179.krn",0,0,"-M3",1,"5 2 7"
"28062",38332,"2.T","V","16g",2.25,0.25,"5","-M3","C","K179.krn",0,0,"+P4",1,"5 2 7"
"28063",38333,"2.T","V","16cc",2.5,0.25,"1","+P4","C","K179.krn",0,0,"-P4",0,"5 2 7"
"28064",38334,"2.T","V","16gJJ",2.75,0.25,"5","-P4","C","K179.krn",0,0,"+P5",1,"5 2 7"
"28065",38335,"2.T","V","16ddLL",3,0.25,"2","+P5","C","K179.krn",0,0,"-P5",1,"5 2 7"
"28066",38336,"2.T","V","16g",3.25,0.25,"5","-P5","C","K179.krn",0,0,"+A5",1,"5 2 7"
"28067",38337,"2.T","V","16dd#",3.5,0.25,"2+","+A5","C","K179.krn",0,0,"-A5",0,"5 2 7"
"28068",38338,"2.T","V","16gJJ",3.75,0.25,"5","-A5","C","K179.krn",0,0,"+M6",1,"5 2 7"
"28069",38339,"2.T","I","16eeLL",1,0.25,"3","+M6","C","K179.krn",0,0,"-M6",1,"1 5 3"
"28070",38340,"2.T","I","16g",1.25,0.25,"5","-M6","C","K179.krn",0,0,"-m2",1,"1 5 3"
"28071",38341,"2.T","I","16f#",1.5,0.25,"4+","-m2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"28072",38342,"2.T","I","16gJJ",1.75,0.25,"5","+m2","C","K179.krn",0,0,"+A5",1,"1 5 3"
"28073",38343,"2.T","I","16dd#LL",2,0.25,"2+","+A5","C","K179.krn",0,0,"-A5",0,"1 5 3"
"28074",38344,"2.T","I","16g",2.25,0.25,"5","-A5","C","K179.krn",0,0,"+M6",1,"1 5 3"
"28075",38345,"2.T","I","16ee",2.5,0.25,"3","+M6","C","K179.krn",0,0,"-M6",1,"1 5 3"
"28076",38346,"2.T","I","16gJJ",2.75,0.25,"5","-M6","C","K179.krn",0,0,"+m7",1,"1 5 3"
"28077",38347,"2.T","I","16ffnLL",3,0.25,"4","+m7","C","K179.krn",0,0,"-m7",0,"1 5 3"
"28078",38348,"2.T","I","16g",3.25,0.25,"5","-m7","C","K179.krn",0,0,"+M7",1,"1 5 3"
"28079",38349,"2.T","I","16ff#",3.5,0.25,"4+","+M7","C","K179.krn",0,0,"-M7",0,"1 5 3"
"28080",38350,"2.T","I","16gJJ",3.75,0.25,"5","-M7","C","K179.krn",0,0,"+P8",1,"1 5 3"
"28081",38351,"2D","V","16ggLL",1,0.25,"5","+P8","C","K179.krn",0,0,"-P8",1,"5 2 7"
"28082",38352,"2D","V","16g",1.25,0.25,"5","-P8","C","K179.krn",0,0,"+M7",1,"5 2 7"
"28083",38353,"2D","V","16ff#",1.5,0.25,"4+","+M7","C","K179.krn",0,0,"-M7",0,"5 2 7"
"28084",38354,"2D","V","16gJJ",1.75,0.25,"5","-M7","C","K179.krn",0,0,"+P8",1,"5 2 7"
"28085",38355,"2D","V","16ggLL",2,0.25,"5","+P8","C","K179.krn",0,0,"-P8",1,"5 2 7"
"28086",38356,"2D","V","16g",2.25,0.25,"5","-P8","C","K179.krn",0,0,"+m7",1,"5 2 7"
"28087",38357,"2D","V","16ff",2.5,0.25,"4","+m7","C","K179.krn",0,0,"-m7",0,"5 2 7"
"28088",38358,"2D","V","16gJJ",2.75,0.25,"5","-m7","C","K179.krn",0,0,"+M6",1,"5 2 7"
"28089",38359,"4D","V","16eenLL",3,0.25,"3","+M6","C","K179.krn",0,0,"-M6",0,"5 2 7"
"28090",38360,"4D","V","16g",3.25,0.25,"5","-M6","C","K179.krn",0,0,"+P5",1,"5 2 7"
"28091",38361,"4D","V","16dd",3.5,0.25,"2","+P5","C","K179.krn",0,0,"-P5",1,"5 2 7"
"28092",38362,"4D","V","16gJJ",3.75,0.25,"5","-P5","C","K179.krn",0,0,"[cc]",1,"5 2 7"
"28093",38363,"2.T","I","16ccLL",1,0.25,"1","[cc]","C","K179.krn",0,0,"-P4",1,"1 5 3"
"28094",38364,"2.T","I","16g",1.25,0.25,"5","-P4","C","K179.krn",0,0,"-m2",1,"1 5 3"
"28095",38365,"2.T","I","16f#",1.5,0.25,"4+","-m2","C","K179.krn",0,0,"+m2",0,"1 5 3"
"28096",38366,"2.T","I","16gJJ",1.75,0.25,"5","+m2","C","K179.krn",0,0,"+M2",1,"1 5 3"
"28097",38367,"2.T","I","16aLL",2,0.25,"6","+M2","C","K179.krn",0,0,"-M2",0,"1 5 3"
"28098",38368,"2.T","I","16g",2.25,0.25,"5","-M2","C","K179.krn",0,0,"+M3",1,"1 5 3"
"28099",38369,"2.T","I","16b",2.5,0.25,"7","+M3","C","K179.krn",0,0,"-M3",0,"1 5 3"
"28100",38370,"2.T","I","16gJJ",2.75,0.25,"5","-M3","C","K179.krn",0,0,"+P4",1,"1 5 3"
"28101",38371,"2.T","I","16ccLL",3,0.25,"1","+P4","C","K179.krn",0,0,"-P4",1,"1 5 3"
"28102",38372,"2.T","I","16g",3.25,0.25,"5","-P4","C","K179.krn",0,0,"+A4",1,"1 5 3"
"28103",38373,"2.T","I","16cc#",3.5,0.25,"1+","+A4","C","K179.krn",0,0,"-A4",0,"1 5 3"
"28104",38374,"2.T","I","16gJJ",3.75,0.25,"5","-A4","C","K179.krn",0,0,"+P5",1,"1 5 3"
"28105",38375,"2.T","V","16ddLL",1,0.25,"2","+P5","C","K179.krn",0,0,"-P5",1,"5 2 7"
"28106",38376,"2.T","V","16g",1.25,0.25,"5","-P5","C","K179.krn",0,0,"-m2",1,"5 2 7"
"28107",38377,"2.T","V","16f#",1.5,0.25,"4+","-m2","C","K179.krn",0,0,"+m2",0,"5 2 7"
"28108",38378,"2.T","V","16gJJ",1.75,0.25,"5","+m2","C","K179.krn",0,0,"+M3",1,"5 2 7"
"28109",38379,"2.T","V","16bLL",2,0.25,"7","+M3","C","K179.krn",0,0,"-M3",1,"5 2 7"
"28110",38380,"2.T","V","16g",2.25,0.25,"5","-M3","C","K179.krn",0,0,"+P4",1,"5 2 7"
"28111",38381,"2.T","V","16cc",2.5,0.25,"1","+P4","C","K179.krn",0,0,"-P4",0,"5 2 7"
"28112",38382,"2.T","V","16gJJ",2.75,0.25,"5","-P4","C","K179.krn",0,0,"+P5",1,"5 2 7"
"28113",38383,"2.T","V","16ddLL",3,0.25,"2","+P5","C","K179.krn",0,0,"-P5",1,"5 2 7"
"28114",38384,"2.T","V","16g",3.25,0.25,"5","-P5","C","K179.krn",0,0,"+A5",1,"5 2 7"
"28115",38385,"2.T","V","16dd#",3.5,0.25,"2+","+A5","C","K179.krn",0,0,"-A5",0,"5 2 7"
"28116",38386,"2.T","V","16gJJ",3.75,0.25,"5","-A5","C","K179.krn",0,0,"+M6",1,"5 2 7"
"28117",38387,"4T","I","16eeLL",1,0.25,"3","+M6","C","K179.krn",0,0,"-M6",1,"1 5 3"
"28118",38388,"4T","I","16g",1.25,0.25,"5","-M6","C","K179.krn",0,0,"+P8",1,"1 5 3"
"28119",38389,"4T","I","16gg",1.5,0.25,"5","+P8","C","K179.krn",0,0,"-P8",1,"1 5 3"
"28120",38390,"4T","I","16gJJ",1.75,0.25,"5","-P8","C","K179.krn",0,0,"+M6",1,"1 5 3"
"28121",38391,"4D","C","16eeLL",2,0.25,"3","+M6","C","K179.krn",0,0,"-M6",1,"5 1 3 7+"
"28122",38392,"4D","C","16g",2.25,0.25,"5","-M6","C","K179.krn",0,0,"+P4",1,"5 1 3 7+"
"28123",38393,"4D","C","16cc",2.5,0.25,"1","+P4","C","K179.krn",0,0,"-P4",1,"5 1 3 7+"
"28124",38394,"4D","C","16gJJ",2.75,0.25,"5","-P4","C","K179.krn",0,0,"+P5",1,"5 1 3 7+"
"28125",38395,"4D","V7","16ddLL",3,0.25,"2","+P5","C","K179.krn",0,0,"-P5",1,"5 2 7 4 3+"
"28126",38396,"4D","V7","16g",3.25,0.25,"5","-P5","C","K179.krn",0,0,"+M3",1,"5 2 7 4 3+"
"28127",38397,"4D","V7","16b",3.5,0.25,"7","+M3","C","K179.krn",0,0,"-M3",1,"5 2 7 4 3+"
"28128",38398,"4D","V7","16gJJ",3.75,0.25,"5","-M3","C","K179.krn",0,0,"+P4",1,"5 2 7 4 3+"
"28129",38399,"2.T","I","16ccLL",1,0.25,"1","+P4","C","K179.krn",0,0,"+M3",1,"1 5 3"
"28130",38400,"2.T","I","16ee",1.25,0.25,"3","+M3","C","K179.krn",0,0,"-M3",1,"1 5 3"
"28131",38401,"2.T","I","16cc",1.5,0.25,"1","-M3","C","K179.krn",0,0,"-P4",1,"1 5 3"
"28132",38402,"2.T","I","16gJJ",1.75,0.25,"5","-P4","C","K179.krn",0,0,"-m3",1,"1 5 3"
