"","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"8261","ii","12ff#\L","2","0.333333","3","-m2","D","4_i.krn","-M2",NA,NA
"8262","ii","12ee\","2.33333","0.333333","2","-M2","D","4_i.krn","+m3",NA,NA
"8263","ii","12gg\J","2.66667","0.333333","4","+m3","D","4_i.krn","-m2",NA,NA
"8264","ii","12ff#\L","3","0.333333","3","-m2","D","4_i.krn","-M2",NA,NA
"8265","ii","12ee\","3.33333","0.333333","2","-M2","D","4_i.krn","-M2",NA,NA
"8266","ii","12dd\J","3.66667","0.333333","1","-M2","D","4_i.krn","P1",NA,NA
"8267","V7","12dd\L","1","0.333333","1","P1","D","4_i.krn","-m2",NA,NA
"8268","V7","12cc#\","1.33333","0.333333","7","-m2","D","4_i.krn","+m2",NA,NA
"8269","V7","12dd\J","1.66667","0.333333","1","+m2","D","4_i.krn","+M2",NA,NA
"8270","V7","12ee\L","2","0.333333","2","+M2","D","4_i.krn","-M2",NA,NA
"8271","V7","12dd\","2.33333","0.333333","1","-M2","D","4_i.krn","-m2",NA,NA
"8272","V7","12cc#\J","2.66667","0.333333","7","-m2","D","4_i.krn","-M2",NA,NA
"8273","V7","12b\L","3","0.333333","6","-M2","D","4_i.krn","-M2",NA,NA
"8274","V7","12a\","3.33333","0.333333","5","-M2","D","4_i.krn","+P5",NA,NA
"8275","V7","12ee\J","3.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8276","V7","12cc#\L","1","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8277","V7","12a\","1.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8278","V7","12ee\J","1.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8279","V7","12cc#\L","2","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8280","V7","12a\","2.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8281","V7","12ee\J","2.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8282","V7","12cc#\L","3","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8283","V7","12a\","3.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8284","V7","12ee\J","3.66667","0.333333","2","+P5","D","4_i.krn","-M2",NA,NA
"8285","I","12dd\L","1","0.333333","1","-M2","D","4_i.krn","+P8",NA,NA
"8286","I","12ddd\","1.33333","0.333333","1","+P8","D","4_i.krn","-m2",NA,NA
"8287","I","12ccc#\J","1.66667","0.333333","7","-m2","D","4_i.krn","-M2",NA,NA
"8288","I","12bb\L","2","0.333333","6","-M2","D","4_i.krn","-M2",NA,NA
"8289","I","12aa\","2.33333","0.333333","5","-M2","D","4_i.krn","-M2",NA,NA
"8290","I","12gg\J","2.66667","0.333333","4","-M2","D","4_i.krn","-m2",NA,NA
"8291","I","12ff#\L","3","0.333333","3","-m2","D","4_i.krn","-M2",NA,NA
"8292","I","12ee\","3.33333","0.333333","2","-M2","D","4_i.krn","-M2",NA,NA
"8293","I","12dd\J","3.66667","0.333333","1","-M2","D","4_i.krn","-m2",NA,NA
"8294","V7","12cc#\L","1","0.333333","7","-m2","D","4_i.krn","-M3",NA,NA
"8295","V7","12a\","1.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8296","V7","12ee\J","1.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8297","V7","12cc#\L","2","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8298","V7","12a\","2.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8299","V7","12ee\J","2.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8300","V7","12cc#\L","3","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8301","V7","12a\","3.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8302","V7","12ee\J","3.66667","0.333333","2","+P5","D","4_i.krn","-M2",NA,NA
"8303","I","12dd\L","1","0.333333","1","-M2","D","4_i.krn","+P8",NA,NA
"8304","I","12ddd\","1.33333","0.333333","1","+P8","D","4_i.krn","-m2",NA,NA
"8305","I","12ccc#\J","1.66667","0.333333","7","-m2","D","4_i.krn","-M2",NA,NA
"8306","I","12bb\L","2","0.333333","6","-M2","D","4_i.krn","-M2",NA,NA
"8307","I","12aa\","2.33333","0.333333","5","-M2","D","4_i.krn","-M2",NA,NA
"8308","I","12gg\J","2.66667","0.333333","4","-M2","D","4_i.krn","-m2",NA,NA
"8309","I","12ff#\L","3","0.333333","3","-m2","D","4_i.krn","-M2",NA,NA
"8310","I","12ee\","3.33333","0.333333","2","-M2","D","4_i.krn","-M2",NA,NA
"8311","I","12dd\J","3.66667","0.333333","1","-M2","D","4_i.krn","-m2",NA,NA
"8312","V7","12cc#\L","1","0.333333","7","-m2","D","4_i.krn","-M3",NA,NA
"8313","V7","12a\","1.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8314","V7","12ee\J","1.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8315","V7","12cc#\L","2","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8316","V7","12a\","2.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8317","V7","12ee\J","2.66667","0.333333","2","+P5","D","4_i.krn","-m3",NA,NA
"8318","V7","12cc#\L","3","0.333333","7","-m3","D","4_i.krn","-M3",NA,NA
"8319","V7","12a\","3.33333","0.333333","5","-M3","D","4_i.krn","+P5",NA,NA
"8320","V7","12ee\J","3.66667","0.333333","2","+P5","D","4_i.krn","-M2",NA,NA
"8321","I","12dd/L","1","0.333333","1","-M2","D","4_i.krn","-P8",NA,NA
"8322","I","12d/","1.33333","0.333333","1","-P8","D","4_i.krn","+M2",NA,NA
"8323","I","12e/J","1.66667","0.333333","2","+M2","D","4_i.krn","+M2",NA,NA
"8324","I","12f#/L","2","0.333333","3","+M2","D","4_i.krn","-M3",NA,NA
"8325","I","12d/","2.33333","0.333333","1","-M3","D","4_i.krn","+M3",NA,NA
"8326","I","12f#/J","2.66667","0.333333","3","+M3","D","4_i.krn","+m3",NA,NA
"8327","I","12a/L","3","0.333333","5","+m3","D","4_i.krn","-m3",NA,NA
"8328","I","12f#/","3.33333","0.333333","3","-m3","D","4_i.krn","+m3",NA,NA
"8329","I","12a/J","3.66667","0.333333","5","+m3","D","4_i.krn","+m3",NA,NA
"8330","IV/IV","4ccn'\","1","1","7-","+m3","D","4_i.krn","-m2",NA,NA
"8334","IV","4b\","2","1","6","-m2","D","4_i.krn","+P8",NA,NA
"8335","IV","4bb\","3","1","6","+P8","D","4_i.krn","-P4",NA,NA
"8336","viio/ii","2ff#\","1","2","3","-P4","D","4_i.krn","+m2",NA,NA
"8337","ii","4gg\","3","1","4","+m2","D","4_i.krn","-P4",NA,NA
"8338","V7/IV","2dd\","1","2","1","-P4","D","4_i.krn","+M2",NA,NA
"8339","V7/IV","8ee\L","3","0.5","2","+M2","D","4_i.krn","-m3",NA,NA
"8340","V7/IV","8cc#\J","3.5","0.5","7","-m3","D","4_i.krn","+m2",NA,NA
"8341","V/IV","4dd\","1","1","1","+m2","D","4_i.krn","+M3",NA,NA
"8342","V/IV","4ff#\","2","1","3","+M3","D","4_i.krn","+m2",NA,NA
"8343","V/IV","4gg\","3","1","4","+m2","D","4_i.krn","+M2",NA,NA
"8344","V/IV","4aa\","1","1","5","+M2","D","4_i.krn","+P4",NA,NA
"8345","V/IV","4ddd\","2","1","1","+P4","D","4_i.krn","-M2",NA,NA
"8346","V/IV","4cccn\","3","1","7-","-M2","D","4_i.krn","-m2",NA,NA
"8347","IV","4bb\","1","1","6","-m2","D","4_i.krn","-M2",NA,NA
"8351","viio/ii","4aa\","2","1","5","-M2","D","4_i.krn","-M2",NA,NA
"8352","ii","4gg\","3","1","4","-M2","D","4_i.krn","P1",NA,NA
"8354","viioD7","4gg\","2","1","4","P1","D","4_i.krn","-m2",NA,NA
"8355","I","4ff#\","3","1","3","-m2","D","4_i.krn","+P4",NA,NA
"8356","viio/ii","[2.bb\","1","3","6","+P4","D","4_i.krn","-M2",NA,NA
"8360","V7","8aa\J","1.5","0.5","5","-M2","D","4_i.krn","-m2",NA,NA
"8361","V7","8gg#\L","2","0.5","4+","-m2","D","4_i.krn","+m2",NA,NA
"8362","V7","8aa\J","2.5","0.5","5","+m2","D","4_i.krn","-m2",NA,NA
"8363","V7","8gg#\L","3","0.5","4+","-m2","D","4_i.krn","+m2",NA,NA
"8364","V7","8aa\J","3.5","0.5","5","+m2","D","4_i.krn","P1",NA,NA
"8365","V7","[2.aa\","1","3","5","P1","D","4_i.krn","+P4",NA,NA
"8367","I","4ddd\","2","1","1","+P4","D","4_i.krn","-m2",NA,NA
"8368","I","4ccc#\","3","1","7","-m2","D","4_i.krn","d1",NA,NA
"8369","I","4cccn\","1","1","7-","d1","D","4_i.krn","-m2",NA,NA
"8370","IV","4bb\","2","1","6","-m2","D","4_i.krn","d1",NA,NA
"8371","IV","4bb-\","3","1","6-","d1","D","4_i.krn","-m2",NA,NA
"8372","IV","4aa\","1","1","5","-m2","D","4_i.krn","-m2",NA,NA
"8373","IV","4gg#\","2","1","4+","-m2","D","4_i.krn","d1",NA,NA
"8374","IV","4ggn\","3","1","4","d1","D","4_i.krn","-m2",NA,NA
"8375","I","2ff#\","1","2","3","-m2","D","4_i.krn","+m2",NA,NA
"8376","V7","12gg\L","3","0.333333","4","+m2","D","4_i.krn","-m3",NA,NA
"8377","V7","12ee\","3.33333","0.333333","2","-m3","D","4_i.krn","-m3",NA,NA
"8378","V7","12cc#\J","3.66667","0.333333","7","-m3","D","4_i.krn","+m2",NA,NA
"8379","I","4dd\","1","1","1","+m2","D","4_i.krn","+M6",NA,NA
"8381","IV","12bb\L","2.33333","0.333333","6","+M6","D","4_i.krn","+M2",NA,NA
"8382","IV","12ccc#\J","2.66667","0.333333","7","+M2","D","4_i.krn","+m2",NA,NA
"8383","IV","12ddd\L","3","0.333333","1","+m2","D","4_i.krn","-m2",NA,NA
"8384","IV","12ccc#\","3.33333","0.333333","7","-m2","D","4_i.krn","-M2",NA,NA
"8385","IV","12bb\J","3.66667","0.333333","6","-M2","D","4_i.krn","-M2",NA,NA
"8386","iii","4aa'\","1","1","5","-M2","D","4_i.krn","+M2",NA,NA
"8391","ii","12bb\L","2.33333","0.333333","6","+M2","D","4_i.krn","-M2",NA,NA
"8392","ii","12aa\J","2.66667","0.333333","5","-M2","D","4_i.krn","-M2",NA,NA
"8393","ii","12gg\L","3","0.333333","4","-M2","D","4_i.krn","+M2",NA,NA
"8394","ii","12aa\","3.33333","0.333333","5","+M2","D","4_i.krn","+M2",NA,NA
"8395","ii","12bb\J","3.66667","0.333333","6","+M2","D","4_i.krn","-P4",NA,NA
"8396","I","4ff#'\","1","1","3","-P4","D","4_i.krn","P1",NA,NA
"8398","V7","16ff#\LL","3","0.25","3","P1","D","4_i.krn","-M2",NA,NA
"8399","V7","16ee\","3.25","0.25","2","-M2","D","4_i.krn","-M2",NA,NA
"8400","V7","16dd\","3.5","0.25","1","-M2","D","4_i.krn","+M2",NA,NA
"8401","V7","16ee\JJ","3.75","0.25","2","+M2","D","4_i.krn","-M2",NA,NA
"8402","I","4dd'\","1","1","1","-M2","D","4_i.krn","+M2",NA,NA
"8407","V","12ee\L","2.33333","0.333333","2","+M2","D","4_i.krn","-M2",NA,NA
"8408","V","12dd\J","2.66667","0.333333","1","-M2","D","4_i.krn","-m2",NA,NA
"8409","V","12cc#\L","3","0.333333","7","-m2","D","4_i.krn","+m2",NA,NA
"8410","V","12dd\","3.33333","0.333333","1","+m2","D","4_i.krn","+M2",NA,NA
"8411","V","12ee\J","3.66667","0.333333","2","+M2","D","4_i.krn","+M2",NA,NA
"8412","I","4ff#'\","1","1","3","+M2","D","4_i.krn","+m2",NA,NA
"8414","ii","12gg\L","2.33333","0.333333","4","+m2","D","4_i.krn","+M2",NA,NA
"8415","ii","12aa\J","2.66667","0.333333","5","+M2","D","4_i.krn","+M2",NA,NA
"8416","ii","12bb\L","3","0.333333","6","+M2","D","4_i.krn","-M2",NA,NA
"8417","ii","12aa\","3.33333","0.333333","5","-M2","D","4_i.krn","-M2",NA,NA
"8418","ii","12gg\J","3.66667","0.333333","4","-M2","D","4_i.krn","-m2",NA,NA
"8419","I","4ff#'\","1","1","3","-m2","D","4_i.krn","P1",NA,NA
"8421","V7","16ff#\LL","3","0.25","3","P1","D","4_i.krn","-M2",NA,NA
"8422","V7","16ee\","3.25","0.25","2","-M2","D","4_i.krn","-M2",NA,NA
"8423","V7","16dd\","3.5","0.25","1","-M2","D","4_i.krn","+M2",NA,NA
"8424","V7","16ee\JJ","3.75","0.25","2","+M2","D","4_i.krn","-M2",NA,NA
"8425","I","4dd'\","1","1","1","-M2","D","4_i.krn","P1",NA,NA
"8426","I","4dd'\","2","1","1","P1","D","4_i.krn","P1",NA,NA
"8427","iii","4dd'\","3","1","1","P1","D","4_i.krn","P1",NA,NA
"8428","I","[2.dd\","1","3","1","P1","D","4_i.krn","-P8",NA,NA
"8435","I","4d'/","2","1","1","-P8","D","4_i.krn","P1",NA,NA
"8436","I","4d'/","3","1","1","P1","D","4_i.krn","P1",NA,NA
"8437","I","2d/","1","2","1","P1","D","4_i.krn","-M2",NA,NA
"8438","N/vi","4cn/","3","1","7-","-M2","D","4_i.krn","+M9",NA,NA
"8439","I","4dd\","1","1","1","+M9","D","4_i.krn","P1",NA,NA
"8440","I","4dd'\","2","1","1","P1","D","4_i.krn","P1",NA,NA
"8441","iii","4dd'\","3","1","1","P1","D","4_i.krn","P1",NA,NA
"8442","I","[2.dd\","1","3","1","P1","D","4_i.krn","-P8",NA,NA
"8444","I","4d/","2","1","1","-P8","D","4_i.krn","+M7",NA,NA
"8445","iii","16cc#\LL","3","0.25","7","+M7","D","4_i.krn","-M2",NA,NA
"8446","iii","16b\","3.25","0.25","6","-M2","D","4_i.krn","-M2",NA,NA
"8447","iii","16a\","3.5","0.25","5","-M2","D","4_i.krn","+M2",NA,NA
"8448","iii","16b\JJ","3.75","0.25","6","+M2","D","4_i.krn","-M2",NA,NA
"8449","I","4a/","1","1","5","-M2","D","4_i.krn","P1",NA,NA
"8451","I","16a/LL","3","0.25","5","P1","D","4_i.krn","-M2",NA,NA
"8452","I","16g/","3.25","0.25","4","-M2","D","4_i.krn","-m2",NA,NA
"8453","I","16f#/","3.5","0.25","3","-m2","D","4_i.krn","+m2",NA,NA
"8454","I","16g/JJ","3.75","0.25","4","+m2","D","4_i.krn","-m2",NA,NA
"8455","I","4f#/","1","1","3","-m2","D","4_i.krn","P1",NA,NA
"8457","I","16f#/LL","3","0.25","3","P1","D","4_i.krn","-M2",NA,NA
"8458","I","16e/","3.25","0.25","2","-M2","D","4_i.krn","-M2",NA,NA
"8459","I","16d/","3.5","0.25","1","-M2","D","4_i.krn","+M2",NA,NA
"8460","I","16e/JJ","3.75","0.25","2","+M2","D","4_i.krn","-M2",NA,NA
"8461","I","4d/","1","1","1","-M2","D","4_i.krn","P1",NA,NA
"8462","I","4d'/","2","1","1","P1","D","4_i.krn","P1",NA,NA
"8463","I","4d'/","3","1","1","P1","D","4_i.krn","P1",NA,NA
"8464","I","4d/","1","1","1","P1","D","4_i.krn","[a]",NA,NA
"8467","V","8a/","2.5","0.5","5","[a]","d","4_ii.krn","+P4",NA,NA
"8468","i","4dd\","1","1","1","+P4","d","4_ii.krn","+M2",NA,NA
"8470","viio","8ee\L","2","0.5","2","+M2","d","4_ii.krn","+m2",NA,NA
"8471","i","8ff\J","2.5","0.5","3","+m2","d","4_ii.krn","-d4",NA,NA
"8472","V7","8cc#\L","1","0.5","7","-d4","d","4_ii.krn","+m2",NA,NA
"8473","i","8dd\J","1.5","0.5","1","+m2","d","4_ii.krn","-M3",NA,NA
"8474","VI","4b-\","2","1","6","-M3","d","4_ii.krn","-m2",NA,NA
"8476","i","8a/L","1","0.5","5","-m2","d","4_ii.krn","+P4",NA,NA
"8477","VI","16.dd/L","1.5","0.375","1","+P4","d","4_ii.krn","-P8",NA,NA
"8478","VI","32d/JJk","1.875","0.125","1","-P8","d","4_ii.krn","+M2",NA,NA
"8479","iio","8.e/L","2","0.75","2","+M2","d","4_ii.krn","+m2",NA,NA
"8481","V7","32f/LL","2.75","0.125","3","+m2","d","4_ii.krn","+M2",NA,NA
"8482","V7","32g/JJJ","2.875","0.125","4","+M2","d","4_ii.krn","P1",NA,NA
"8483","i","32g/LLL","1","0.125","4","P1","d","4_ii.krn","-M2",NA,NA
"8484","i","32f/","1.125","0.125","3","-M2","d","4_ii.krn","-m2",NA,NA
"8485","i","32e/","1.25","0.125","2","-m2","d","4_ii.krn","-M2",NA,NA
"8486","i","32d/JJ","1.375","0.125","1","-M2","d","4_ii.krn","P1",NA,NA
"8487","i","8d'/J","1.5","0.5","1","P1","d","4_ii.krn","+P5",NA,NA
"8489","V","8a/","2.5","0.5","5","+P5","d","4_ii.krn","+P4",NA,NA
"8490","i","4dd\","1","1","1","+P4","d","4_ii.krn","+M2",NA,NA
"8492","viio","8ee\L","2","0.5","2","+M2","d","4_ii.krn","+m2",NA,NA
"8493","i","16.ff\L","2.5","0.375","3","+m2","d","4_ii.krn","-m6",NA,NA
"8494","i","32a\JJk","2.875","0.125","5","-m6","d","4_ii.krn","+m2",NA,NA
"8495","ivm7","[4b-\","1","1","6","+m2","d","4_ii.krn","+M6",NA,NA
"8497","VII7","16.gg\L","2.5","0.375","4","+M6","d","4_ii.krn","-M6",NA,NA
"8498","VII7","32b-\JJk","2.875","0.125","6","-M6","d","4_ii.krn","-m2",NA,NA
"8499","VI","8a/L","1","0.5","5","-m2","d","4_ii.krn","+m2",NA,NA
"8500","VI","16.b-/L","1.5","0.375","6","+m2","d","4_ii.krn","-m3",NA,NA
"8501","VI","32g/JJk","1.875","0.125","4","-m3","d","4_ii.krn","-M2",NA,NA
"8502","V/III[VII]","8f/L","2","0.5","3","-M2","d","4_ii.krn","-m2",NA,NA
"8503","V7/III[VII7]","16.e/L","2.5","0.375","2","-m2","d","4_ii.krn","+m3",NA,NA
"8504","V7/III[VII7]","64g/LL","2.875","0.0625","4","+m3","d","4_ii.krn","-m3",NA,NA
"8505","V7/III[VII7]","64e/JJJJ","2.9375","0.0625","2","-m3","d","4_ii.krn","+m2",NA,NA
"8506","III","4f/","1","1","3","+m2","d","4_ii.krn","+M3",NA,NA
"8508","III","8a/","2.5","0.5","5","+M3","d","4_ii.krn","+m3",NA,NA
"8509","III","4cc\","1","1","7-","+m3","d","4_ii.krn","-M2",NA,NA
"8511","iv","8b-/L","2","0.5","6","-M2","d","4_ii.krn","-m2",NA,NA
"8512","v","8a/J","2.5","0.5","5","-m2","d","4_ii.krn","-M2",NA,NA
"8513","iv","8g/L","1","0.5","4","-M2","d","4_ii.krn","+M2",NA,NA
"8514","viioD7/iv","16.a/L","1.5","0.375","5","+M2","d","4_ii.krn","-m3",NA,NA
"8515","iv","32f#/JJk","1.875","0.125","3+","-m3","d","4_ii.krn","+m2",NA,NA
"8516","iv","8g/L","2","0.5","4","+m2","d","4_ii.krn","+P5",NA,NA
"8517","iv","8dd/J","2.5","0.5","1","+P5","d","4_ii.krn","P1",NA,NA
"8518","iv","8.dd\L","1","0.75","1","P1","d","4_ii.krn","+M2",NA,NA
"8520","Gn","16ee\Jk","1.75","0.25","2","+M2","d","4_ii.krn","+m2",NA,NA
"8521","Gn","8ff\L","2","0.5","3","+m2","d","4_ii.krn","-d7",NA,NA
"8522","Gn","8g#\J","2.5","0.5","4+","-d7","d","4_ii.krn","P1",NA,NA
"8523","V","4g#/","1","1","4+","P1","d","4_ii.krn","+m2",NA,NA
"8524","V","8a\L","2","0.5","5","+m2","d","4_ii.krn","+P8",NA,NA
"8525","V/iv","8aa\J","2.5","0.5","5","+P8","d","4_ii.krn","P1",NA,NA
"8526","N","8aa\","1","0.5","5","P1","d","4_ii.krn","-M2",NA,NA
"8527","N","4gg\","1.5","1","4","-M2","d","4_ii.krn","+m3",NA,NA
"8528","N","8bb-\","2.5","0.5","6","+m3","d","4_ii.krn","P1",NA,NA
"8529","viioD7/iv","16bb-\LL","1","0.25","6","P1","d","4_ii.krn","-m2",NA,NA
"8530","viioD7/iv","16aa\JJ","1.25","0.25","5","-m2","d","4_ii.krn","P1",NA,NA
"8531","viioD7/iv","4aa\","1.5","1","5","P1","d","4_ii.krn","+m3",NA,NA
"8532","viioD7/iv","[8ccc\","2.5","0.5","7-","+m3","d","4_ii.krn","-M2",NA,NA
"8534","iv","4bb-\","1.5","1","6","-M2","d","4_ii.krn","P1",NA,NA
"8535","iv","32bb-\LLL","2.5","0.125","6","P1","d","4_ii.krn","+M2",NA,NA
"8536","iv","32ccc\","2.625","0.125","7-","+M2","d","4_ii.krn","-M2",NA,NA
"8537","iv","32bb-\","2.75","0.125","6","-M2","d","4_ii.krn","+M2",NA,NA
"8538","iv","32ccc\JJJ","2.875","0.125","7-","+M2","d","4_ii.krn","+M2",NA,NA
"8539","Gn","[2ddd\","1","2","1","+M2","d","4_ii.krn","-M6",NA,NA
"8541","i","4ff\","1.5","1","3","-M6","d","4_ii.krn","+M2",NA,NA
"8543","V7","16.gg\LL","2.5","0.375","4","+M2","d","4_ii.krn","-m3",NA,NA
"8544","V7","32ee\JJk","2.875","0.125","2","-m3","d","4_ii.krn","-M2",NA,NA
"8545","i","4dd\","1","1","1","-M2","d","4_ii.krn","-m7",NA,NA
"8555","viioD7","8e/","2.5","0.5","2","-m7","d","4_ii.krn","+P4",NA,NA
"8556","i","8a'/L","1","0.5","5","+P4","d","4_ii.krn","-P5",NA,NA
"8557","VI","8d'/J","1.5","0.5","1","-P5","d","4_ii.krn","+m6",NA,NA
"8558","iiom7","8b-'/L","2","0.5","6","+m6","d","4_ii.krn","-m9",NA,NA
"8559","V7","8A'/J","2.5","0.5","5","-m9","d","4_ii.krn","+P4",NA,NA
"8560","i","4d/","1","1","1","+P4","d","4_ii.krn","P1",NA,NA
"8563","i","8d'/","1.5","0.5","1","P1","d","4_ii.krn","+M2",NA,NA
"8564","viio","8e'/L","2","0.5","2","+M2","d","4_ii.krn","+m2",NA,NA
"8565","i","8f'/J","2.5","0.5","3","+m2","d","4_ii.krn","P1",NA,NA
"8566","iv7","8f'/L","1","0.5","3","P1","d","4_ii.krn","-m3",NA,NA
"8567","iv7","8d'/J","1.5","0.5","1","-m3","d","4_ii.krn","-P5",NA,NA
"8568","VII","8G'/L","2","0.5","4","-P5","d","4_ii.krn","+P8",NA,NA
"8569","VII","8g'/J","2.5","0.5","4","+P8","d","4_ii.krn","+M2",NA,NA
"8570","III","4a/","1","1","5","+M2","d","4_ii.krn","-M3",NA,NA
"8583","VI","[2f/","1","2","3","-M3","d","4_ii.krn","-m2",NA,NA
"8586","V","8e'/","2","0.5","2","-m2","d","4_ii.krn","+M3",NA,NA
"8593","viioD7/V","8g#'/L","2","0.5","4+","+M3","d","4_ii.krn","P1",NA,NA
"8594","viioD7/V","8g#'/J","2.5","0.5","4+","P1","d","4_ii.krn","+m2",NA,NA
"8595","i","4a'/","1","1","5","+m2","d","4_ii.krn","-P8",NA,NA
"8601","i","8A/","1.5","0.5","5","-P8","d","4_ii.krn","+m7",NA,NA
"8602","viio","8g/L","2","0.5","4","+m7","d","4_ii.krn","-M2",NA,NA
"8603","i","8f/J","2.5","0.5","3","-M2","d","4_ii.krn","-m2",NA,NA
"8604","viioD7","8e/L","1","0.5","2","-m2","d","4_ii.krn","-M2",NA,NA
"8605","i","8d/J","1.5","0.5","1","-M2","d","4_ii.krn","-m2",NA,NA
"8607","V7","8c#/","2.5","0.5","7","-m2","d","4_ii.krn","+m2",NA,NA
"8608","VI","4d/","1","1","1","+m2","d","4_ii.krn","+M2",NA,NA
"8609","viio","4e/","2","1","2","+M2","d","4_ii.krn","+m2",NA,NA
"8610","i","8f'/","1","0.5","3","+m2","d","4_ii.krn","-m6",NA,NA
"8615","i","8A/","1.5","0.5","5","-m6","d","4_ii.krn","+m7",NA,NA
"8616","viio","8g/L","2","0.5","4","+m7","d","4_ii.krn","-M2",NA,NA
"8617","i","8f/J","2.5","0.5","3","-M2","d","4_ii.krn","P1",NA,NA
"8618","ivm7","4f/","1","1","3","P1","d","4_ii.krn","-m2",NA,NA
"8619","V7/III","8e/L","2","0.5","2","-m2","d","4_ii.krn","+m3",NA,NA
"8620","V7/III","8g/J","2.5","0.5","4","+m3","d","4_ii.krn","-P5",NA,NA
"8621","III","8c/L","1","0.5","7-","-P5","d","4_ii.krn","+M2",NA,NA
"8622","iv","16.d/L","1.5","0.375","1","+M2","d","4_ii.krn","+m6",NA,NA
"8623","iv","32b-/JJk","1.875","0.125","6","+m6","d","4_ii.krn","-m2",NA,NA
"8624","III","8a/L","2","0.5","5","-m2","d","4_ii.krn","-M2",NA,NA
"8625","V7/III","8g/J","2.5","0.5","4","-M2","d","4_ii.krn","-M2",NA,NA
"8626","III","4f/","1","1","3","-M2","d","4_ii.krn","-M2",NA,NA
"8631","viioD7/iv","16e-/LL","2.5","0.25","2-","-M2","d","4_ii.krn","-m3",NA,NA
"8632","viioD7/iv","16c/JJ","2.75","0.25","7-","-m3","d","4_ii.krn","-M2",NA,NA
"8633","iv","4B-/","1","1","6","-M2","d","4_ii.krn","+A4",NA,NA
"8636","iio","8e'/","1.5","0.5","2","+A4","d","4_ii.krn","P1",NA,NA
"8637","iio","8e'/L","2","0.5","2","P1","d","4_ii.krn","P1",NA,NA
"8638","iio","8e'/J","2.5","0.5","2","P1","d","4_ii.krn","+m2",NA,NA
"8639","i","4f/","1","1","3","+m2","d","4_ii.krn","-m2",NA,NA
"8640","V","8e/L","2","0.5","2","-m2","d","4_ii.krn","+P4",NA,NA
"8641","V/iv","8a/J","2.5","0.5","5","+P4","d","4_ii.krn","+m2",NA,NA
"8642","(iv)","2b-\","1","2","6","+m2","d","4_ii.krn","+M2",NA,NA
"8644","(v)","2cc\","1","2","7-","+M2","d","4_ii.krn","+M2",NA,NA
"8646","(VI)","[2dd\","1","2","1","+M2","d","4_ii.krn","-M6",NA,NA
"8650","i","4f/","1.5","1","3","-M6","d","4_ii.krn","+M2",NA,NA
"8651","V7","16g/LL","2.5","0.25","4","+M2","d","4_ii.krn","-m3",NA,NA
"8652","V7","16e/JJ","2.75","0.25","2","-m3","d","4_ii.krn","P1",NA,NA
"8653","V7","4e/","1","1","2","P1","d","4_ii.krn","-M2",NA,NA
"8654","i","8d'/","2","0.5","1","-M2","d","4_ii.krn","+P5",NA,NA
"8655","V","8a/","2.5","0.5","5","+P5","d","4_ii.krn","-P5",NA,NA
"8656","i","24d\LL","1","0.166667","1","-P5","d","4_ii.krn","+m3",NA,NA
"8657","i","24f\","1.16667","0.166667","3","+m3","d","4_ii.krn","+M3",NA,NA
"8658","i","24a'\","1.33333","0.166667","5","+M3","d","4_ii.krn","+P4",NA,NA
"8659","i","24dd'\","1.5","0.166667","1","+P4","d","4_ii.krn","+m3",NA,NA
"8660","i","24ff'\","1.66667","0.166667","3","+m3","d","4_ii.krn","+M3",NA,NA
"8661","i","24aa'\JJ","1.83333","0.166667","5","+M3","d","4_ii.krn","-M2",NA,NA
"8662","V7","24gg\LL","2","0.166667","4","-M2","d","4_ii.krn","-m3",NA,NA
"8663","V7","24ee\","2.16667","0.166667","2","-m3","d","4_ii.krn","-m3",NA,NA
"8664","V7","24cc#'\","2.33333","0.166667","7","-m3","d","4_ii.krn","+m2",NA,NA
"8665","i","24dd\","2.5","0.166667","1","+m2","d","4_ii.krn","+m3",NA,NA
"8666","i","24ff\","2.66667","0.166667","3","+m3","d","4_ii.krn","-m6",NA,NA
