"","X","function.","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"447",555,"4.D","I","8g",3.5,0.5,"1","-M3","G","cat_themes.krn",1,0,"+A4",1,"1 5 3"
"448",556,"2.D","V7/V","4cc#",1,1,"4+","+A4","G","cat_themes.krn",0,0,"P1",1,"2 6 4+ 1 7+"
"449",558,"2.D","V7/V","8cc#",2,0.5,"4+","P1","G","cat_themes.krn",0,0,"P1",1,"2 6 4+ 1 7+"
"450",560,"2.D","V7/V","8cc#L",2.5,0.5,"4+","P1","G","cat_themes.krn",0,0,"-M2",1,"2 6 4+ 1 7+"
"451",561,"2.D","V7/V","8b",3,0.5,"3","-M2","G","cat_themes.krn",0,0,"+M2",0,"2 6 4+ 1 7+"
"452",562,"2.D","V7/V","8cc#J",3.5,0.5,"4+","+M2","G","cat_themes.krn",0,0,"+m2",1,"2 6 4+ 1 7+"
"453",563,"2.D","V","4.dd;",1,1.5,"5","+m2","G","cat_themes.krn",0,1,"P1",1,"5 2 7"
"454",565,"2.D","V","8dd",3.5,0.5,"5","P1","G","cat_themes.krn",1,0,"-M2",1,"5 2 7"
"455",567,"4.D","V7","4cc",1,1,"4","-M2","G","cat_themes.krn",0,0,"P1",1,"5 2 7 4 3+"
"456",569,"4.D","V7","8cc",2,0.5,"4","P1","G","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"457",571,"4.D","C","4b",2.5,1,"3","-m2","G","cat_themes.krn",0,0,"P1",1,"5 1 3 7+"
"458",573,"4.D","C","8b",3.5,0.5,"3","P1","G","cat_themes.krn",0,0,"-M2",1,"5 1 3 7+"
"459",574,"4.D","V","[4.a",1,1.5,"2","-M2","G","cat_themes.krn",0,0,"P1",1,"5 2 7"
"460",577,"4D","V","4a]",1,1,"2","P1","G","cat_themes.krn",0,0,"[a]",1,"5 2 7"
"461",579,"8T","V","8a",3.5,0.5,"2","[a]","G","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"462",580,"4.T","I","4b",1,1,"3","+M2","G","cat_themes.krn",0,0,"P1",1,"1 5 3"
"463",582,"4.T","I","8b",2,0.5,"3","P1","G","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"464",583,"4.T","V7","8ccL",2.5,0.5,"4","+m2","G","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"465",584,"4.T","V7","8b",3,0.5,"3","-m2","G","cat_themes.krn",0,0,"+m2",0,"5 2 7 4 3+"
"466",585,"4.T","V7","8ccJ",3.5,0.5,"4","+m2","G","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"467",586,"4.T","I","4dd",1,1,"5","+M2","G","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"468",591,"4.P","ii","8ee",3.5,0.5,"6","+M2","G","cat_themes.krn",1,0,"-M6",1,"2 6 4 3+"
"469",592,"4.D","C","4g)",1,1,"1","-M6","G","cat_themes.krn",0,0,"P1",1,"5 1 3 7+"
"470",594,"4.D","C","8g",2,0.5,"1","P1","G","cat_themes.krn",0,0,"+M2",1,"5 1 3 7+"
"471",595,"4.D","V7","8aL",2.5,0.5,"2","+M2","G","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"472",596,"4.D","V7","8g",3,0.5,"1","-M2","G","cat_themes.krn",0,0,"+M2",0,"5 2 7 4 3+"
"473",597,"4.D","V7","8aJ",3.5,0.5,"2","+M2","G","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"474",598,"4.T","I","4g",1,1,"1","-M2","G","cat_themes.krn",0,0,"[cc#]",1,"1 5 3"
"475",602,"4T","I","8cc#",2,0.5,"3","[cc#]","A","cat_themes.krn",1,0,"+m3",1,"1 5 3"
"476",603,"4T","I","8eeJ",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"477",604,"4T","V7","8dd",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"478",605,"4T","V7","8eeJ",1.5,0.5,"5","+M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"479",606,"4T","I","8cc#",2,0.5,"3","-m3","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"480",607,"4T","I","8eeJ)",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-P4",1,"1 5 3"
"481",608,"4T","V","8b",1,0.5,"2","-P4","A","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"482",609,"4T","V","8eeJ",1.5,0.5,"5","+P4","A","cat_themes.krn",0,0,"-P4",1,"5 2 7"
"483",610,"4T","V7","8b",2,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"484",611,"4T","V7","8cc#J)",2.5,0.5,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7 4 3+"
"485",612,"4T","I","4a",1,1,"1","-M3","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"486",614,"4T","I","8aL",2,0.5,"1","P1","A","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"487",615,"4T","I","16bL",2.5,0.25,"2","+M2","A","cat_themes.krn",0,0,"+M2",0,"1 5 3"
"488",616,"4T","I","16cc#JJ",2.75,0.25,"3","+M2","A","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"489",617,"4T","V7","(8ddL",1,0.5,"4","+m2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"490",618,"4T","V7","16bL",1.5,0.25,"2","-m3","A","cat_themes.krn",0,0,"+m3",1,"5 2 7 4 3+"
"491",619,"4T","V7","16ddJJ",1.75,0.25,"4","+m3","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"492",620,"4T","I","8cc#L",2,0.5,"3","-m2","A","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"493",621,"4T","I","16aL",2.5,0.25,"1","-M3","A","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"494",622,"4T","I","16cc#JJ)",2.75,0.25,"3","+M3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"495",623,"4D","V","4b",1,1,"2","-M2","A","cat_themes.krn",0,0,"[cc#]",1,"5 2 7"
"496",624,"4T","I","(8cc#L",2,0.5,"3","[cc#]","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"497",625,"4T","I","8eeJ",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"498",626,"4T","V7","8ddL",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"499",627,"4T","V7","8eeJ",1.5,0.5,"5","+M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"500",628,"4T","I","8cc#L",2,0.5,"3","-m3","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"501",629,"4T","I","8eeJ)",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-P4",1,"1 5 3"
"502",630,"4T","V","(8bL",1,0.5,"2","-P4","A","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"503",631,"4T","V","8eeJ",1.5,0.5,"5","+P4","A","cat_themes.krn",0,0,"-P4",1,"5 2 7"
"504",632,"4T","V7","8bL",2,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"505",633,"4T","V7","8cc#J)",2.5,0.5,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7 4 3+"
"506",634,"4T","I","4a",1,1,"1","-M3","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"507",636,"4T","I","8aL",2,0.5,"1","P1","A","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"508",637,"4T","I","16cc#L",2.5,0.25,"3","+M3","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"509",638,"4T","I","16eeJJ",2.75,0.25,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"510",639,"4P","IV","8dd'L",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"4 1 6"
"511",640,"4P","IV","8cc#'J",1.5,0.5,"3","-m2","A","cat_themes.krn",0,0,"-M2",0,"4 1 6"
"512",641,"4D","V","4b",2,1,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"513",642,"4T","I","4a",1,1,"1","-M2","A","cat_themes.krn",0,0,"[cc#]",1,"1 5 3"
"514",643,"4T","I","(8cc#L",2,0.5,"3","[cc#]","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"515",644,"4T","I","8eeJ",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"516",645,"4T","V7","8ddL",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"517",646,"4T","V7","16eeL",1.5,0.25,"5","+M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"518",647,"4T","V7","16ddJJ",1.75,0.25,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"519",648,"4T","I","8cc#L",2,0.5,"3","-m2","A","cat_themes.krn",0,0,"+m6",1,"1 5 3"
"520",649,"4T","I","8aaJ",2.5,0.5,"1","+m6","A","cat_themes.krn",0,0,"-m7",1,"1 5 3"
"521",650,"4T","V","8bL",1,0.5,"2","-m7","A","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"522",651,"4T","V","8eeJ)",1.5,0.5,"5","+P4","A","cat_themes.krn",0,0,"-m3",1,"5 2 7"
"523",652,"4T","I","(8cc#L",2,0.5,"3","-m3","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"524",653,"4T","I","8eeJ",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"525",654,"4T","V7","8ddL",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"526",655,"4T","V7","16eeL",1.5,0.25,"5","+M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7 4 3+"
"527",656,"4T","V7","16ddJJ",1.75,0.25,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"528",657,"4T","I","8cc#L",2,0.5,"3","-m2","A","cat_themes.krn",0,0,"+m6",1,"1 5 3"
"529",658,"4T","I","8aaJ)",2.5,0.5,"1","+m6","A","cat_themes.krn",0,0,"-m7",1,"1 5 3"
"530",659,"4D","V","(4b",1,1,"2","-m7","A","cat_themes.krn",0,0,"[cc#]",1,"5 2 7"
"531",660,"4T","I","8cc#L",2,0.5,"3","[cc#]","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"532",661,"4T","I","8eeJ",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"533",662,"4T","V7","8ddL",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"534",663,"4T","V7","8eeJ",1.5,0.5,"5","+M2","A","cat_themes.krn",0,0,"-m3",1,"5 2 7 4 3+"
"535",664,"4T","I","8cc#L",2,0.5,"3","-m3","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"536",665,"4T","I","8eeJ",2.5,0.5,"5","+m3","A","cat_themes.krn",0,0,"-P4",1,"1 5 3"
"537",666,"2T","V7","8bL",1,0.5,"2","-P4","A","cat_themes.krn",0,0,"+P4",1,"5 2 7 4 3+"
"538",667,"2T","V7","8eeJ",1.5,0.5,"5","+P4","A","cat_themes.krn",0,0,"-P4",1,"5 2 7 4 3+"
"539",668,"2T","V7","8bL",2,0.5,"2","-P4","A","cat_themes.krn",0,0,"+M2",1,"5 2 7 4 3+"
"540",669,"2T","V7","8cc#J)",2.5,0.5,"3","+M2","A","cat_themes.krn",0,0,"-M3",0,"5 2 7 4 3+"
"541",670,"2T","I","[4a",1,1,"1","-M3","A","cat_themes.krn",0,0,"P1",1,"1 5 3"
"542",672,"2T","I","8aL]",1,0.5,"1","P1","A","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"543",673,"2T","I","16cc#L",2.5,0.25,"3","+M3","A","cat_themes.krn",0,0,"+m3",1,"1 5 3"
"544",674,"2T","I","16eeJJ",2.75,0.25,"5","+m3","A","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"545",675,"4P","ii","8dd'L",1,0.5,"4","-M2","A","cat_themes.krn",0,0,"-m2",1,"2 6 4 3+"
"546",676,"4P","ii","8cc#'J",1.5,0.5,"3","-m2","A","cat_themes.krn",0,0,"-M2",0,"2 6 4 3+"
"547",677,"4D","V","8.bL",2,0.75,"2","-M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"548",678,"4D","V","32aLL",2.75,0.125,"1","-M2","A","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"549",679,"4D","V","32bJJJ",2.875,0.125,"2","+M2","A","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"550",680,"4T","I","4a",1,1,"1","-M2","A","cat_themes.krn",0,0,"[ee]",1,"1 5 3"
"551",681,"4T","I","4ee",3,1,"3","[ee]","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"552",682,"2.T","I","2ee",1,2,"3","P1","C","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"553",683,"2.T","I","4cc",3,1,"1","-M3","C","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"554",684,"2T","IV","2ff",1,2,"4","+P4","C","cat_themes.krn",0,0,"-m2",1,"4 1 6"
"555",685,"4T","I","4ee",3,1,"3","-m2","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"556",686,"2T","I","2ee",1,2,"3","P1","C","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"557",687,"4T","viio","4dd",3,1,"2","-M2","C","cat_themes.krn",0,0,"-M2",1,"7 2 4 1++ 3+"
"558",688,"2.T","I","2cc",1,2,"1","-M2","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"559",690,"2.T","I","4cc",3,1,"1","P1","C","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"560",691,"2T","V","2dd",1,2,"2","+M2","C","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"561",692,"4T","I","4ee",3,1,"3","+M2","C","cat_themes.krn",0,0,"+m2",1,"1 5 3"
"562",693,"2P","ii","4ff",1,1,"4","+m2","C","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"563",694,"2P","ii","2ff",2,2,"4","P1","C","cat_themes.krn",0,0,"-m3",1,"2 6 4 3+"
"564",696,"2.D","V","[2.dd",1,3,"2","-m3","C","cat_themes.krn",0,0,"P1",1,"5 2 7"
"565",698,"2D","V","4dd]",1,1,"2","P1","C","cat_themes.krn",0,1,"[dd]",1,"5 2 7"
"566",700,"4D","V","4dd",3,1,"2","[dd]","C","cat_themes.krn",1,0,"P1",1,"5 2 7"
"567",701,"2.D","V","2dd",1,2,"2","P1","C","cat_themes.krn",0,0,"P1",1,"5 2 7"
"568",702,"2.D","V","4dd",3,1,"2","P1","C","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"571",705,"2.D","V/V","[2.a",1,3,"6","-m3","C","cat_themes.krn",0,0,"P1",1,"2 6 4+"
"572",708,"2D","V/V","2a]",1,2,"6","P1","C","cat_themes.krn",0,0,"+P4",1,"2 6 4+"
"573",710,"4D","V7/V","4dd",3,1,"2","+P4","C","cat_themes.krn",0,0,"-m3",1,"2 6 4+ 1 7+"
"574",711,"2D","I/V","2b",1,2,"7","-m3","C","cat_themes.krn",0,0,"-M3",1,"5 2 7"
"575",712,"4D","I/V","4g",3,1,"5","-M3","C","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"576",713,"2P","IV/V","2cc",1,2,"1","+P4","C","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"577",714,"4P","IV/V","4ee",3,1,"3","+M3","C","cat_themes.krn",0,0,"-P4",1,"1 5 3"
"578",715,"2D","C/V","2b",1,2,"7","-P4","C","cat_themes.krn",0,0,"-M2",1,"2 5 7 4++"
"579",716,"4D","V7/V","4a",3,1,"6","-M2","C","cat_themes.krn",0,0,"-M2",1,"2 6 4+ 1 7+"
"580",717,"2.T","I/V","2.g",1,3,"5","-M2","C","cat_themes.krn",0,0,"[dd]",1,"5 2 7"
"581",718,"2D","V","4dd",1,1,"2","[dd]","C","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"582",719,"2D","V","4ee",2,1,"3","+M2","C","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"583",720,"4D","V7/IV","4ff",3,1,"4","+m2","C","cat_themes.krn",0,0,"+M2",0,"1 5 3 7- 6+"
"584",721,"2T","iii","2gg",1,2,"5","+M2","C","cat_themes.krn",0,0,"P1",1,"3 7 5 4++"
"585",723,"4T","iii","4gg",3,1,"5","P1","C","cat_themes.krn",0,0,"P1",1,"3 7 5 4++"
"586",724,"2P","ii","4gg",1,1,"5","P1","C","cat_themes.krn",0,0,"-M2",0,"2 6 4 3+"
"587",725,"2P","ii","4ff",2,1,"4","-M2","C","cat_themes.krn",0,0,"-m2",1,"2 6 4 3+"
"588",726,"4P","V/ii","4ee",3,1,"3","-m2","C","cat_themes.krn",0,0,"+m2",1,"6 3 1+"
"589",727,"2.P","ii","2.ff",1,3,"4","+m2","C","cat_themes.krn",0,0,"P1",1,"2 6 4 3+"
"590",730,"2.D","V","4ff",1,1,"4","P1","C","cat_themes.krn",0,0,"-m3",0,"5 2 7"
"591",731,"2.D","V","4dd",2,1,"2","-m3","C","cat_themes.krn",0,0,"P1",1,"5 2 7"
"592",732,"2.D","V","4dd",3,1,"2","P1","C","cat_themes.krn",0,0,"+m3",1,"5 2 7"
"593",733,"2.D","V7","2.ff",1,3,"4","+m3","C","cat_themes.krn",0,0,"-m2",1,"5 2 7 4 3+"
"594",736,"2.T","I","4ee",1,1,"3","-m2","C","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"595",737,"2.T","I","4cc",2,1,"1","-M3","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"596",738,"2.T","I","4cc",3,1,"1","P1","C","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"597",739,"2D","V","2dd",1,2,"2","+M2","C","cat_themes.krn",0,0,"[ee]",1,"5 2 7"
"598",740,"4T","I","4ee",3,1,"3","[ee]","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"599",741,"2.T","I","2ee",1,2,"3","P1","C","cat_themes.krn",0,0,"-M3",1,"1 5 3"
"600",742,"2.T","I","4cc",3,1,"1","-M3","C","cat_themes.krn",0,0,"+P4",1,"1 5 3"
"601",743,"2T","IV","2ff",1,2,"4","+P4","C","cat_themes.krn",0,0,"-m2",1,"4 1 6"
"602",744,"4T","I","4ee",3,1,"3","-m2","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"603",745,"2.T","I","2ee",1,2,"3","P1","C","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"604",746,"2.T","I","4dd",3,1,"2","-M2","C","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"605",747,"2T","I","2cc",1,2,"1","-M2","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"606",748,"4T","I","4cc",3,1,"1","P1","C","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"607",749,"2P","ii","4dd",1,1,"2","+M2","C","cat_themes.krn",0,0,"+m3",1,"2 6 4 3+"
"608",750,"2P","ii","2ff",2,2,"4","+m3","C","cat_themes.krn",0,0,"-d5",1,"2 6 4 3+"
"609",752,"2.D","V","2.b",1,3,"7","-d5","C","cat_themes.krn",0,0,"+m2",1,"5 2 7"
"610",754,"2.T","I","[2.cc",1,3,"1","+m2","C","cat_themes.krn",0,0,"P1",1,"1 5 3"
"611",757,"2T","I","4cc]",1,1,"1","P1","C","cat_themes.krn",0,1,"[b-]",1,"1 5 3"
"612",759,"1T","I","4b-'",1,1,"1","[b-]","B-","cat_themes.krn",1,0,"P1",1,"1 5 3"
"613",761,"1T","I","(16b-LL",2,0.25,"1","P1","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"614",762,"1T","I","16a",2.25,0.25,"7","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"615",763,"1T","I","16b-",2.5,0.25,"1","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"616",764,"1T","I","16ccJJ)",2.75,0.25,"2","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"617",765,"1T","I","4b-'",3,1,"1","-M2","B-","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"618",766,"1T","I","4dd'",4,1,"3","+M3","B-","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"619",767,"1T","V","4cc'",1,1,"2","-M2","B-","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"620",769,"1T","V","(16ffLL",2,0.25,"5","+P4","B-","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"621",770,"1T","V","16ee",2.25,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"622",771,"1T","V","16ff",2.5,0.25,"5","+m2","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"623",772,"1T","V","16ggJJ)",2.75,0.25,"6","+M2","B-","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"624",773,"1T","V","4ff'",3,1,"5","-M2","B-","cat_themes.krn",0,1,"-P4",1,"5 2 7"
"625",775,"1T","V","4cc'",1,1,"2","-P4","B-","cat_themes.krn",1,0,"P1",1,"5 2 7"
"626",776,"1T","V","(16ccLL",2,0.25,"2","P1","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"627",777,"1T","V","16dd",2.25,0.25,"3","+M2","B-","cat_themes.krn",0,0,"-M2",0,"5 2 7"
"628",778,"1T","V","16cc",2.5,0.25,"2","-M2","B-","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"629",779,"1T","V","16b-JJ)",2.75,0.25,"1","-M2","B-","cat_themes.krn",0,0,"-m2",0,"5 2 7"
"630",780,"1T","V","4a'",3,1,"7","-m2","B-","cat_themes.krn",0,0,"+m6",1,"5 2 7"
"631",781,"1T","V","4ff'",4,1,"5","+m6","B-","cat_themes.krn",0,0,"-m3",1,"5 2 7"
"632",782,"1T","I","4dd'",1,1,"3","-m3","B-","cat_themes.krn",0,0,"+m6",1,"1 5 3"
"633",784,"1T","I","(16bb-LL",2,0.25,"1","+m6","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"634",785,"1T","I","16aa",2.25,0.25,"7","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"635",786,"1T","I","16bb-",2.5,0.25,"1","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"636",787,"1T","I","16cccJJ)",2.75,0.25,"2","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"637",788,"1T","I","4bb-'",3,1,"1","-M2","B-","cat_themes.krn",0,1,"-m3",1,"1 5 3"
"638",790,"1T","IV","4gg'",1,1,"6","-m3","B-","cat_themes.krn",1,0,"-M6",1,"4 1 6"
"639",792,"1T","IV","(16b-LL",2,0.25,"1","-M6","B-","cat_themes.krn",0,0,"-m2",1,"4 1 6"
"640",793,"1T","IV","16a",2.25,0.25,"7","-m2","B-","cat_themes.krn",0,0,"+m2",0,"4 1 6"
"641",794,"1T","IV","16b-",2.5,0.25,"1","+m2","B-","cat_themes.krn",0,0,"+M2",1,"4 1 6"
"642",795,"1T","IV","16ccJJ)",2.75,0.25,"2","+M2","B-","cat_themes.krn",0,0,"-M2",0,"4 1 6"
"643",796,"1T","IV","4b-'",3,1,"1","-M2","B-","cat_themes.krn",0,0,"+M6",1,"4 1 6"
"644",797,"1T","IV","4gg'",4,1,"6","+M6","B-","cat_themes.krn",0,0,"-M2",1,"4 1 6"
"645",798,"2.T","I","4ff'",1,1,"5","-M2","B-","cat_themes.krn",0,0,"-P5",1,"1 5 3"
"646",800,"2.T","I","(16b-LL",2,0.25,"1","-P5","B-","cat_themes.krn",0,0,"-m2",1,"1 5 3"
"647",801,"2.T","I","16a",2.25,0.25,"7","-m2","B-","cat_themes.krn",0,0,"+m2",0,"1 5 3"
"648",802,"2.T","I","16b-",2.5,0.25,"1","+m2","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
"649",803,"2.T","I","16ccJJ)",2.75,0.25,"2","+M2","B-","cat_themes.krn",0,0,"-M2",0,"1 5 3"
"650",804,"2.T","I","4b-'",3,1,"1","-M2","B-","cat_themes.krn",0,0,"+M3",1,"1 5 3"
"651",805,"4T","I","4dd'",4,1,"3","+M3","B-","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"652",806,"4T","V","4cc'",1,1,"2","-M2","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"653",807,"4T","I","4dd'",2,1,"3","+M2","B-","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"654",808,"4T","V","4cc'",3,1,"2","-M2","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"655",809,"4T","I","4dd'",4,1,"3","+M2","B-","cat_themes.krn",0,0,"-M2",1,"1 5 3"
"656",810,"1D","V","8cc",1,0.5,"2","-M2","B-","cat_themes.krn",0,0,"+P4",1,"5 2 7"
"657",812,"1D","V","16ffL",1.5,0.25,"5","+P4","B-","cat_themes.krn",0,0,"-m2",1,"5 2 7"
"658",813,"1D","V","16eeJJ",1.75,0.25,"4+","-m2","B-","cat_themes.krn",0,0,"+m2",0,"5 2 7"
"659",814,"1D","V","8ff'L",2,0.5,"5","+m2","B-","cat_themes.krn",0,0,"+M3",1,"5 2 7"
"660",815,"1D","V","8aa'J",2.5,0.5,"7","+M3","B-","cat_themes.krn",0,0,"-M6",1,"5 2 7"
"661",816,"1D","V","8ccL",3,0.5,"2","-M6","B-","cat_themes.krn",0,0,"-m3",1,"5 2 7"
"662",818,"1D","V","16aL",3.5,0.25,"7","-m3","B-","cat_themes.krn",0,0,"-M2",1,"5 2 7"
"663",819,"1D","V","16gJJ",3.75,0.25,"6","-M2","B-","cat_themes.krn",0,0,"+M2",0,"5 2 7"
"664",820,"1D","V","8a'L",4,0.5,"7","+M2","B-","cat_themes.krn",0,0,"+m3",1,"5 2 7"
"665",821,"1D","V","8cc'J",4.5,0.5,"2","+m3","B-","cat_themes.krn",0,0,"[f]",1,"5 2 7"
"666",822,"1D","V","4f",1,1,"5","[f]","B-","cat_themes.krn",0,1,"P1",1,"5 2 7"
"667",824,"1D","V","8f",2.5,0.5,"5","P1","B-","cat_themes.krn",1,0,"P1",1,"5 2 7"
"668",825,"1D","V","8fL",3,0.5,"5","P1","B-","cat_themes.krn",0,0,"P1",1,"5 2 7"
"669",826,"1D","V","8f",3.5,0.5,"5","P1","B-","cat_themes.krn",0,0,"P1",1,"5 2 7"
"670",827,"1D","V","8f",4,0.5,"5","P1","B-","cat_themes.krn",0,0,"P1",1,"5 2 7"
"671",828,"1D","V","8fJ",4.5,0.5,"5","P1","B-","cat_themes.krn",0,0,"+M2",1,"5 2 7"
"672",829,"4D","V/V","8gL",1,0.5,"6","+M2","B-","cat_themes.krn",0,0,"P1",1,"2 6 4+"
"673",830,"4D","V/V","8g",1.5,0.5,"6","P1","B-","cat_themes.krn",0,0,"+M2",1,"2 6 4+"
"674",831,"8D","V","8a",2,0.5,"7","+M2","B-","cat_themes.krn",0,0,"P1",1,"5 2 7"
"675",832,"8D","V7","8aJ",2.5,0.5,"7","P1","B-","cat_themes.krn",0,0,"+m2",1,"5 2 7 4 3+"
"676",833,"4D","I","8b-L",3,0.5,"1","+m2","B-","cat_themes.krn",0,0,"P1",1,"1 5 3"
"677",834,"4D","I","8b-",3.5,0.5,"1","P1","B-","cat_themes.krn",0,0,"+M2",1,"1 5 3"
